contest_name,year,ward,anc,smd,smd_ballots,smd_anc_votes,explicit_candidates,winner,winner_votes,write_in_votes,over_votes,under_votes
1A04,2014,1,A,04,576,386,2,MATTHEW GOLDSCHMIDT,254,8,0,190
1A05,2014,1,A,05,395,82,1,WRITE-IN,82,82,0,313
1A06,2014,1,A,06,554,423,1,PATRICK W. FLYNN,406,17,0,131
1A07,2014,1,A,07,647,457,1,DARWAIN FROST,426,31,1,189
1A08,2014,1,A,08,794,601,1,KENT BOESE,586,15,0,193
1A09,2014,1,A,09,443,363,2,BOBBY HOLMES,209,6,0,80
1A10,2014,1,A,10,604,505,1,RASHIDA BROWN,481,24,0,99
1A11,2014,1,A,11,492,333,1,DOTTI LOVE WADE,307,26,0,159
1A12,2014,1,A,12,459,308,2,MARGARET HUNDLEY,186,5,0,151
1B01,2014,1,B,01,696,544,1,BRIAN FOOTER,520,24,0,152
1B02,2014,1,B,02,872,598,2,ELLEN NEDROW SULLIVAN,384,25,0,274
1B03,2014,1,B,03,568,425,2,SEDRICK MUHAMMAD,221,6,0,143
1B04,2014,1,B,04,764,538,1,KEVIN CAIN,511,27,0,226
1B05,2014,1,B,05,618,422,1,NICOLAS FERREYROS,404,18,0,196
1B06,2014,1,B,06,582,419,2,DYANA NM FORESTER,204,12,0,163
1B07,2014,1,B,07,303,247,2,JESSICA LAURA SMITH,141,4,0,56
1B08,2014,1,B,08,577,374,1,MARK RANSLEM,350,24,0,203
1B09,2014,1,B,09,580,442,1,JAMES A. TURNER,412,30,0,138
1B10,2014,1,B,10,148,115,2,ALLYSON N. CARPENTER,79,3,0,33
1B11,2014,1,B,11,313,225,1,ROBB HUDSON,209,16,0,88
1B12,2014,1,B,12,815,657,2,JOHN C. GREEN,393,7,0,158
1C01,2014,1,C,01,812,554,1,SAMANTHA P. HICKS,533,21,0,258
1C02,2014,1,C,02,867,609,1,HECTOR HUEZO,595,14,0,258
1C03,2014,1,C,03,791,549,1,TED GUTHRIE,526,23,0,242
1C04,2014,1,C,04,793,608,1,GABRIELA MOSSI,594,14,0,185
1C05,2014,1,C,05,646,422,1,ALAN GAMBRELL,397,25,0,224
1C06,2014,1,C,06,666,457,1,WILLIAM (BILLY) SIMPSON,437,20,0,209
1C07,2014,1,C,07,632,476,1,WILSON REYNOLDS,444,32,0,156
1C08,2014,1,C,08,701,154,1,WRITE-IN,154,154,0,547
1D01,2014,1,D,01,839,601,1,FRANKO FRANK O. AGBRO,555,46,0,238
1D02,2014,1,D,02,403,279,1,ADAM HOEY,259,20,0,124
1D03,2014,1,D,03,902,729,1,JACK McKAY,675,54,0,173
1D04,2014,1,D,04,548,381,1,ROSA RIVAS,353,28,0,167
1D05,2014,1,D,05,854,586,2,ARTURO GRIFFITHS,291,25,0,268
2A01,2014,2,A,01,106,90,1,PATRICK KENNEDY,83,7,0,16
2A02,2014,2,A,02,447,332,1,REBECCA CODER,321,11,0,115
2A03,2014,2,A,03,374,89,1,WRITE-IN,89,89,0,285
2A04,2014,2,A,04,519,455,2,WILLIAM K. SMITH,257,2,0,64
2A05,2014,2,A,05,190,138,2,PHILIP J. SCHREFER,87,4,0,52
2A06,2014,2,A,06,285,191,1,FLORENCE E. HARMON,185,6,0,94
2A07,2014,2,A,07,128,104,1,JACKSON CARNES,95,9,0,24
2A08,2014,2,A,08,86,27,1,WRITE-IN,27,27,0,59
2B01,2014,2,B,01,635,462,1,MIKE FELDSTEIN,431,31,0,173
2B02,2014,2,B,02,414,302,2,DANIEL WARWICK,182,5,0,112
2B03,2014,2,B,03,599,424,1,STEPHANIE MALTZ,403,21,0,175
2B04,2014,2,B,04,802,543,1,MICHAEL UPRIGHT,515,28,0,259
2B05,2014,2,B,05,613,464,2,ABIGAIL C. NICHOLS,233,2,0,149
2B06,2014,2,B,06,548,399,1,MIKE SILVERSTEIN,387,12,0,149
2B07,2014,2,B,07,688,486,1,JUSTINE UNDERHILL,462,24,1,201
2B08,2014,2,B,08,729,514,2,NICOLE MANN,297,10,0,215
2B09,2014,2,B,09,771,652,2,NOAH SMITH,429,6,1,118
2C01,2014,2,C,01,428,290,1,JOHN TINPE,276,14,0,138
2C02,2014,2,C,02,389,278,1,HAROLD A. CLOSTER,251,27,0,111
2C03,2014,2,C,03,470,351,2,JEFFREY HIGGINS,249,3,0,119
2D01,2014,2,D,01,492,361,1,DAVID R. BENDER,320,41,0,131
2D02,2014,2,D,02,487,207,1,WRITE-IN,207,207,0,280
2E01,2014,2,E,01,440,347,1,ED SOLOMON,329,18,0,93
2E02,2014,2,E,02,467,361,1,RON LEWIS,339,22,0,106
2E03,2014,2,E,03,417,295,1,JEFFREY L. JONES,273,22,0,122
2E04,2014,2,E,04,22,8,1,WRITE-IN,8,8,0,14
2E05,2014,2,E,05,253,182,1,BILL STARRELS,167,15,0,71
2E06,2014,2,E,06,599,461,1,TOM BIRCH,440,21,0,138
2E07,2014,2,E,07,589,467,2,MONICA L. ROACHE,303,8,1,121
2E08,2014,2,E,08,52,20,1,WRITE-IN,20,20,0,32
2F01,2014,2,F,01,712,504,1,KATHERINE GORDON,487,17,0,208
2F02,2014,2,F,02,662,455,1,KARIN BERRY,444,11,0,207
2F03,2014,2,F,03,684,101,1,WRITE-IN,101,101,0,583
2F04,2014,2,F,04,675,488,1,JOHN FANNING,473,15,0,187
2F05,2014,2,F,05,453,312,1,JIM LAMARE,295,17,2,139
2F06,2014,2,F,06,591,511,2,CHARLIE BENGEL,305,2,0,80
2F07,2014,2,F,07,401,79,1,WRITE-IN,79,79,0,322
2F08,2014,2,F,08,369,275,1,KEVIN DEELEY,256,19,0,94
3B01,2014,3,B,01,589,495,2,ANN LANE MLADINOV,279,7,0,94
3B02,2014,3,B,02,462,355,1,JACKIE BLUMENTHAL,337,18,0,107
3B03,2014,3,B,03,567,435,1,ABIGAIL ZENNER,408,27,0,132
3B04,2014,3,B,04,972,639,1,MARY C. YOUNG,621,18,0,333
3B05,2014,3,B,05,574,470,2,BRIAN TURMAIL,299,10,0,104
3C01,2014,3,C,01,663,476,1,LEE BRIAN REBA,445,31,1,186
3C02,2014,3,C,02,656,469,1,GWENDOLYN BOLE,454,15,0,187
3C03,2014,3,C,03,781,567,1,DAVID S. VALDEZ,556,11,0,214
3C04,2014,3,C,04,557,130,1,WRITE-IN,130,130,0,427
3C05,2014,3,C,05,953,679,1,MARGARET A. SIEGEL,649,30,0,274
3C06,2014,3,C,06,603,468,1,CARL ROLLER,457,11,0,135
3C07,2014,3,C,07,621,452,1,VICTOR SILVEIRA,429,23,0,169
3C08,2014,3,C,08,708,522,1,CATHERINE MAY,511,11,1,185
3C09,2014,3,C,09,765,584,1,NANCY J. MacWOOD,540,44,0,181
3D01,2014,3,D,01,777,696,2,WILLIAM SPENCE SPENCER,355,13,0,81
3D02,2014,3,D,02,376,283,1,THOMAS "TOM" SMITH,272,11,0,93
3D03,2014,3,D,03,679,508,1,NAN S. WELLS,494,14,0,171
3D04,2014,3,D,04,710,568,1,STU ROSS,548,20,0,142
3D05,2014,3,D,05,682,533,3,ALMA H. GATES,342,16,0,149
3D06,2014,3,D,06,483,352,1,STEPHEN GARDNER,327,25,0,131
3D07,2014,3,D,07,39,11,1,WRITE-IN,11,11,0,28
3D08,2014,3,D,08,523,374,1,MIKE N. GOLD,351,23,0,149
3D09,2014,3,D,09,602,392,1,CONRAD J. DeWITTE JR.,378,14,0,210
3D10,2014,3,D,10,172,123,1,SILVIA LUCERO,115,8,0,49
3E01,2014,3,E,01,921,637,2,ANNE WALLACE,397,31,1,283
3E02,2014,3,E,02,835,619,1,AMY B. HALL,596,23,0,216
3E03,2014,3,E,03,776,573,1,JONATHAN BENDER,537,36,0,203
3E04,2014,3,E,04,834,688,2,TOM QUINN,415,7,0,146
3E05,2014,3,E,05,655,520,3,JONATHAN McHUGH,313,11,1,134
3F01,2014,3,F,01,759,506,1,ADAM SCOTT TOPE,493,13,0,253
3F02,2014,3,F,02,755,557,2,KAREN PERRY,317,14,1,197
3F03,2014,3,F,03,767,563,1,MARY BETH RAY,531,32,0,204
3F04,2014,3,F,04,498,365,1,SALLY W. GRESHAM,353,12,0,133
3F05,2014,3,F,05,692,79,1,WRITE-IN,79,79,0,613
3F06,2014,3,F,06,803,555,1,MALACHY NUGENT,534,21,0,248
3F07,2014,3,F,07,677,179,1,WRITE-IN,179,179,0,498
3G01,2014,3,G,01,961,848,2,CAROLYN "CALLIE" COOK,533,6,0,113
3G02,2014,3,G,02,924,615,1,CHANDA TUCK GARFIELD,573,42,0,309
3G03,2014,3,G,03,982,667,1,RANDY SPECK,638,29,0,315
3G04,2014,3,G,04,960,720,1,REBECCA MAYDAK,684,36,0,240
3G05,2014,3,G,05,898,677,1,PETER SHAPIRO,649,28,0,221
3G06,2014,3,G,06,747,503,2,DAN BRADFIELD,288,3,1,243
3G07,2014,3,G,07,799,579,1,CHRIS FROMBOLUTI,558,21,0,220
4A01,2014,4,A,01,967,805,2,ACQUNETTA ANDERSON,419,19,0,162
4A02,2014,4,A,02,1068,915,1,DWAYNE M. TOLIVER,884,31,0,153
4A03,2014,4,A,03,579,459,1,STEPHEN A. "STEVE" WHATLEY,446,13,0,120
4A04,2014,4,A,04,679,535,1,PATIENCE R. SINGLETON,522,13,0,144
4A05,2014,4,A,05,337,249,1,KIMBERLY A. WORTHY,247,2,0,88
4A06,2014,4,A,06,327,246,1,KARRYE Y. BRAXTON,237,9,0,81
4A07,2014,4,A,07,627,474,1,DAVE WILSON,452,22,0,153
4A08,2014,4,A,08,1028,815,1,GALE BLACK,779,36,0,213
4B01,2014,4,B,01,866,676,2,ANDRE R. CARLEY,493,25,1,189
4B02,2014,4,B,02,751,615,2,FRANK JONES III,373,12,0,136
4B03,2014,4,B,03,792,629,1,FRED GRANT,607,22,0,163
4B04,2014,4,B,04,796,657,1,BRENDA PARKS,633,24,0,139
4B05,2014,4,B,05,531,468,2,BRENDA SPEAKS,344,6,0,63
4B06,2014,4,B,06,828,665,1,RONALD (RON) AUSTIN,624,41,0,163
4B07,2014,4,B,07,993,786,1,JUDI JONES,740,46,0,207
4B08,2014,4,B,08,830,657,1,CAMILLE A. STEWART,630,27,0,173
4B09,2014,4,B,09,809,723,2,DOUGLASS SLOAN,369,9,0,86
4C01,2014,4,C,01,586,449,1,T. A. UQDAH,436,13,0,137
4C02,2014,4,C,02,854,650,1,JOSEPH MALONEY,619,31,0,204
4C03,2014,4,C,03,645,499,1,JEFF STANDISH,477,22,0,146
4C04,2014,4,C,04,378,312,3,RICKEY WILLIAMS JR.,128,1,1,65
4C05,2014,4,C,05,455,301,1,ZACH TEUTSCH,285,16,0,154
4C06,2014,4,C,06,688,507,1,VANN-DI M. GALLOWAY,479,28,0,181
4C07,2014,4,C,07,723,547,2,JOHN-PAUL C. HAYWORTH,279,18,0,176
4C08,2014,4,C,08,756,634,2,TIMOTHY A. JONES,345,14,0,122
4C09,2014,4,C,09,637,519,2,JOSEPH MARTIN,375,17,0,118
4C10,2014,4,C,10,723,610,2,KATHLEEN M. CROWLEY,313,22,0,113
4D01,2014,4,D,01,431,305,2,NANCY E. ROTH,170,19,1,125
4D02,2014,4,D,02,645,551,1,RENEE L. BOWSER,538,13,0,94
4D03,2014,4,D,03,756,585,1,LISA COLBERT,552,33,0,171
4D04,2014,4,D,04,594,502,2,DAVID SHEON,254,5,2,90
4D05,2014,4,D,05,501,396,2,KRYSTAL BRANTON,303,9,0,105
4D06,2014,4,D,06,651,519,1,BILL QUIRK,484,35,1,131
5A01,2014,5,A,01,862,730,1,FRANK WILDS,719,11,0,132
5A02,2014,5,A,02,808,658,1,GRACE J. LEWIS,639,19,1,149
5A03,2014,5,A,03,866,693,1,ADRIAN T. JORDAN,659,34,0,173
5A04,2014,5,A,04,28,2,1,WRITE-IN,2,2,0,26
5A05,2014,5,A,05,301,233,1,RONNIE EDWARDS,226,7,0,68
5A06,2014,5,A,06,556,429,1,JASMINE N. WHITE,410,19,0,127
5A07,2014,5,A,07,347,262,1,SANDI WASHINGTON,255,7,0,85
5A08,2014,5,A,08,747,617,1,ANGEL SHERRI ALSTON,589,28,0,130
5B01,2014,5,B,01,952,844,2,GAYLE HALL-CARLEY,499,12,0,108
5B02,2014,5,B,02,911,693,1,URSULA HIGGINS,618,75,0,218
5B03,2014,5,B,03,895,716,1,MICHAEL IAN MORRISON,679,37,0,179
5B04,2014,5,B,04,735,637,2,JOSE (JOE) L. BARRIOS JR.,420,11,0,98
5B05,2014,5,B,05,809,265,1,WRITE-IN,265,265,0,544
5C01,2014,5,C,01,716,594,2,GAIL BREVARD,433,17,0,122
5C02,2014,5,C,02,593,458,1,WALTER DELEON,423,35,0,135
5C03,2014,5,C,03,845,775,2,ROBERT LOOPER III,436,2,0,70
5C04,2014,5,C,04,675,514,2,JACQUELINE MANNING,344,16,0,161
5C05,2014,5,C,05,529,464,2,REGINA JAMES,336,14,1,64
5C06,2014,5,C,06,458,402,2,MONIQUE C. SMITH,242,12,0,56
5C07,2014,5,C,07,746,596,1,NOLAN TREADWAY,569,27,0,150
5D01,2014,5,D,01,212,147,1,PETA-GAY S. LEWIS,137,10,0,65
5D02,2014,5,D,02,467,398,3,KEISHA L. SHROPSHIRE,169,8,1,68
5D03,2014,5,D,03,485,382,2,ADAM ROBERTS,192,18,2,101
5D04,2014,5,D,04,252,183,1,BERNICE S. BLACKNELL,173,10,1,68
5D05,2014,5,D,05,346,288,2,KATHY HENDERSON,165,6,1,57
5D06,2014,5,D,06,667,520,3,H. YVONNE BUGGS,206,15,0,147
5D07,2014,5,D,07,512,103,1,WRITE-IN,103,103,0,409
5E01,2014,5,E,01,551,453,2,DEBORAH "DEBBIE SMITH" STEINER,233,16,0,98
5E02,2014,5,E,02,303,225,1,CHRISTY "LOVE" DAVIS,213,12,0,78
5E03,2014,5,E,03,827,635,3,RENEE T. LEWIS,293,26,0,192
5E04,2014,5,E,04,719,642,2,SYLVIA M. PINKNEY,348,5,0,77
5E05,2014,5,E,05,725,583,3,BRADLEY ASHTON THOMAS,327,12,0,142
5E06,2014,5,E,06,644,498,1,TERI JANINE TJ QUINN,472,26,0,146
5E07,2014,5,E,07,847,657,2,BERTHA HOLLIDAY,323,12,1,189
5E08,2014,5,E,08,730,594,1,AUSTIN L. PEARL,574,20,1,135
5E09,2014,5,E,09,604,534,2,C. DIANNE BARNES,278,9,2,68
5E10,2014,5,E,10,714,640,2,SALLY HOBAUGH,314,28,2,72
6A01,2014,6,A,01,818,655,3,J. OMAR MAHMUD,255,11,1,162
6A02,2014,6,A,02,872,637,1,PHIL TOOMAJIAN,607,30,0,235
6A03,2014,6,A,03,938,278,1,WRITE-IN,278,278,0,660
6A04,2014,6,A,04,908,852,2,MATT LEVY,538,2,1,55
6A05,2014,6,A,05,976,735,2,PATRICK M. MALONE,467,30,0,241
6A06,2014,6,A,06,812,665,2,STEPHANIE ZIMNY,367,18,0,147
6A07,2014,6,A,07,468,375,1,SONDRA PHILLIPS-GILBERT,358,17,1,92
6A08,2014,6,A,08,741,588,1,CALVIN WARD,534,54,0,153
6B01,2014,6,B,01,736,519,1,JENNIFER E. SAMOLYK,498,21,0,217
6B02,2014,6,B,02,951,807,2,K. DIANE HOSKINS,457,7,0,144
6B03,2014,6,B,03,871,610,3,JAMES M. LOOTS,242,17,1,260
6B04,2014,6,B,04,739,590,1,KIRSTEN OLDENBURG,549,41,1,148
6B05,2014,6,B,05,969,850,3,STEVE HAGEDORN,439,13,0,119
6B06,2014,6,B,06,906,664,2,NICK BURGER,379,15,1,241
6B07,2014,6,B,07,501,370,1,DANIEL CHAO,355,15,0,131
6B08,2014,6,B,08,979,701,1,CHANDER JAYARAMAN,667,34,0,278
6B09,2014,6,B,09,876,755,1,BRIAN FLAHAVEN,737,18,0,121
6B10,2014,6,B,10,807,664,2,KATHRYN DENISE RUCKER KREPP,382,7,0,143
6C01,2014,6,C,01,716,502,1,DANIELE MEGAN SCHIFFMAN,472,30,0,214
6C02,2014,6,C,02,468,315,1,KAREN J. WIRT,306,9,1,152
6C03,2014,6,C,03,951,709,1,SCOTT PRICE,680,29,0,242
6C04,2014,6,C,04,728,535,1,MARK ECKENWILER,506,29,0,193
6C05,2014,6,C,05,837,646,2,CHRIS MILLER,349,16,1,190
6C06,2014,6,C,06,1196,973,1,TONY T. GOODMAN,942,31,1,222
6D01,2014,6,D,01,908,692,1,MARJORIE LIGHTMAN,664,28,0,216
6D02,2014,6,D,02,795,605,1,STACY BRAVERMAN CLOYD,582,23,2,188
6D03,2014,6,D,03,629,478,1,RACHEL REILLY CARROLL,465,13,0,151
6D04,2014,6,D,04,850,689,1,ANDY LITSKY,662,27,0,161
6D05,2014,6,D,05,857,677,1,ROGER MOFFATT,649,28,0,180
6D06,2014,6,D,06,643,505,1,RHONDA NATALIE HAMILTON,486,19,0,138
6D07,2014,6,D,07,939,820,3,MEREDITH FASCETT,553,4,0,119
6E01,2014,6,E,01,735,602,2,ALEXANDER M. "ALEX" PADRO,372,7,0,133
6E02,2014,6,E,02,812,684,3,KEVIN CHAPPLE,326,6,1,127
6E03,2014,6,E,03,543,481,2,FRANK S. WIGGINS,338,11,1,61
6E04,2014,6,E,04,888,786,2,RACHELLE P. NIGRO,507,12,0,102
6E05,2014,6,E,05,627,457,1,MARGE MACEDA,435,22,1,169
6E06,2014,6,E,06,311,249,2,ANTONIO D. BARNES,183,5,1,61
6E07,2014,6,E,07,482,331,2,ALFREDA S. JUDD,185,14,1,150
7B01,2014,7,B,01,525,362,1,PATRICIA HOWARD-CHITTAMS,348,14,0,163
7B02,2014,7,B,02,632,503,1,TIFFANY L. BROWN,478,25,0,129
7B03,2014,7,B,03,514,402,1,GARY E. BUTLER,380,22,0,112
7B04,2014,7,B,04,1034,883,1,PHILLIP J. HAMMOND,836,47,0,151
7B05,2014,7,B,05,636,543,1,ROBIN HAMMOND MARLIN,436,107,0,93
7B06,2014,7,B,06,840,707,2,DONOVAN ANDERSON,343,23,0,133
7B07,2014,7,B,07,917,767,2,MARCUS TURNER,476,28,0,150
7C01,2014,7,C,01,403,300,2,PATRICIA MALLOY,200,10,0,103
7C02,2014,7,C,02,478,345,1,GREGORI STEWART,323,22,0,133
7C03,2014,7,C,03,504,444,2,CATHERINE A. WOODS,300,5,0,60
7C04,2014,7,C,04,476,342,1,WALTER J. GARCIA II,319,23,0,134
7C05,2014,7,C,05,473,403,2,MARY L. GAFFNEY,252,6,0,70
7C06,2014,7,C,06,428,352,1,JENNIFER K. COSBY,337,15,0,76
7C07,2014,7,C,07,480,422,2,ANTAWAN HOLMES,259,16,0,58
7D01,2014,7,D,01,631,508,1,BOB COOMBER,481,27,0,123
7D02,2014,7,D,02,678,257,1,WRITE-IN,257,257,0,421
7D03,2014,7,D,03,211,146,2,DOROTHY DOUGLAS,85,8,0,65
7D04,2014,7,D,04,761,684,2,CLAUDE B. McKAY,362,4,0,77
7D05,2014,7,D,05,526,419,1,JANIS D. HAZEL,403,16,0,107
7D06,2014,7,D,06,515,380,1,SHERICE A. MUHAMMAD,374,6,1,134
7D07,2014,7,D,07,401,314,1,JUSTIN A. LINI,289,25,0,87
7E01,2014,7,E,01,638,508,1,GEORGE B. BROWNE JR.,467,41,0,130
7E02,2014,7,E,02,669,536,1,LINDA S. GREEN,484,52,0,133
7E03,2014,7,E,03,388,253,1,ROSA A. HAMLETT,234,19,0,135
7E04,2014,7,E,04,489,415,2,MYRON SMITH,205,6,0,74
7E05,2014,7,E,05,383,325,3,ROCHELLE AC BENT,135,14,0,58
7E06,2014,7,E,06,444,362,2,MAXINE NIGHTINGALE,242,21,0,82
7E07,2014,7,E,07,466,375,1,LINDA HOLMES,333,42,0,91
7F01,2014,7,F,01,515,417,3,EDWARD RHODES,143,4,0,98
7F02,2014,7,F,02,639,504,1,EBONI-ROSE THOMPSON,470,34,0,135
7F03,2014,7,F,03,366,284,1,SHEILA M. CARSON CARR,273,11,0,82
7F04,2014,7,F,04,217,179,2,YOLANDA "YO YO" ARMSTRONG,106,5,0,38
7F05,2014,7,F,05,365,320,2,KAREN SETTLES,221,5,0,45
7F06,2014,7,F,06,517,51,1,WRITE-IN,51,51,0,466
7F07,2014,7,F,07,34,3,1,WRITE-IN,3,3,0,31
8A01,2014,8,A,01,633,555,2,HOLLY MUHAMMAD,325,9,0,78
8A02,2014,8,A,02,649,510,1,BARBARA J. CLARK,479,31,0,139
8A03,2014,8,A,03,542,437,1,CYNTHIA W. SIMMS,412,25,0,105
8A04,2014,8,A,04,249,184,1,TROY DONTE PRESTWOOD,127,57,0,65
8A05,2014,8,A,05,447,347,2,CHARLES E. WILSON,217,19,0,100
8A06,2014,8,A,06,546,454,2,TINA L. FLETCHER,224,11,0,92
8A07,2014,8,A,07,448,364,1,NATALIE WILLIAMS,340,24,0,84
8B01,2014,8,B,01,481,381,1,KHADIJAH WATSON,345,36,0,100
8B02,2014,8,B,02,322,250,2,PAUL TRANTHAM,127,22,0,72
8B03,2014,8,B,03,472,341,1,KEVIN VAUGHAN,303,38,0,131
8B04,2014,8,B,04,229,182,1,ANTHONY LORENZO GREEN,172,10,0,47
8B05,2014,8,B,05,374,287,1,BETTY SCIPPIO,268,19,0,87
8B06,2014,8,B,06,303,55,1,WRITE-IN,55,55,0,248
8B07,2014,8,B,07,244,52,1,WRITE-IN,52,52,0,192
8C01,2014,8,C,01,325,248,1,JEFFREY McCOY,228,20,0,77
8C02,2014,8,C,02,339,254,1,(TERRY) TERESA STITH,240,14,0,85
8C03,2014,8,C,03,507,347,1,MARY J. CUTHBERT,318,29,0,160
8C04,2014,8,C,04,489,375,2,MARKUS BATCHELOR,204,7,0,114
8C05,2014,8,C,05,223,173,2,BRENDA E. SHIELDS,96,12,0,50
8C06,2014,8,C,06,298,227,2,RHONDA L. EDWARDS-HINES,145,7,0,71
8C07,2014,8,C,07,421,333,1,CHARLES L. LINDSAY,295,38,0,88
8D01,2014,8,D,01,402,300,1,PATRICIA PAT CARMON,265,35,0,102
8D02,2014,8,D,02,307,235,1,OLIVIA L. HENDERSON,224,11,0,72
8D03,2014,8,D,03,256,180,1,ABSALOM "AB" JORDAN,168,12,0,76
8D04,2014,8,D,04,155,103,1,MONIQUE T. DIOP,95,8,0,52
8D05,2014,8,D,05,273,218,1,THOMAS RUFFIN JR.,208,10,0,55
8D06,2014,8,D,06,507,62,1,WRITE-IN,62,62,0,445
8D07,2014,8,D,07,363,265,1,THERESA H. JONES,254,11,1,97
8E01,2014,8,E,01,448,325,2,MARVIN S. LEE,163,11,0,123
8E02,2014,8,E,02,399,333,2,ANTHONY MUHAMMAD,172,20,0,66
8E03,2014,8,E,03,207,167,2,ANTHONY (JAMAAL) DAILEY,110,8,0,40
8E04,2014,8,E,04,468,111,1,WRITE-IN,111,111,0,357
8E05,2014,8,E,05,508,385,1,CHRISTOPHER L. HAWTHORNE,348,37,0,123
8E06,2014,8,E,06,302,221,1,KARLENE (K.) ARMSTEAD,182,39,0,81
8E07,2014,8,E,07,472,378,2,STEPHEN A. SLAUGHTER,193,21,0,94
1A01,2016,1,A,01,722,651,2,Valerie Baron,400,5,0,71
1A02,2016,1,A,02,1089,872,1,Vickey A. Wright-Smith,823,49,1,216
1A03,2016,1,A,03,848,641,1,Zach Rybarczyk,616,25,0,207
