contest_name,smd_anc_votes,explicit_candidates,ward_ballots,over_votes,under_votes,ward_anc_votes,anc,smd,year,ward,winner,winner_votes,write_in_votes,smd_ballots
4A04,983,2,41170,1,127,41055,A,4,2016,4,Patience R. Singleton,571,10,1111
4A05,521,3,41170,0,163,41055,A,5,2016,4,Deborah Pope,328,11,684
4A06,453,1,41170,0,155,41055,A,6,2016,4,Karrye Y. Braxton,439,14,608
4A07,737,1,41170,1,206,41055,A,7,2016,4,David Wilson,718,19,944
4A08,1215,1,41170,0,199,41055,A,8,2016,4,Gale Black,1176,39,1414
4B01,1082,2,41170,0,219,41055,B,1,2016,4,Andre R. Carley,554,36,1301
4B02,423,1,41170,0,735,41055,B,2,2016,4,WRITE-IN,423,423,1158
4B03,1044,1,41170,0,200,41055,B,3,2016,4,Scot Knickerbocker,1006,38,1244
4B04,1051,2,41170,0,166,41055,B,4,2016,4,Brenda Parks,765,23,1217
4B05,807,2,41170,0,108,41055,B,5,2016,4,Yolanda Hughes,578,15,915
4B06,1135,2,41170,1,107,41055,B,6,2016,4,Natalee S. Snider,744,9,1243
4B07,1341,2,41170,1,200,41055,B,7,2016,4,Judi Jones,696,38,1542
4B08,1030,1,41170,0,188,41055,B,8,2016,4,Barbara Rogers,976,54,1218
4B09,1205,2,41170,3,133,41055,B,9,2016,4,Tischa M. Cockrell,729,7,1341
4C01,885,2,41170,1,106,41055,C,1,2016,4,Charlotte Nugent,605,12,992
4C02,1017,1,41170,0,189,41055,C,2,2016,4,Maria Barry,989,28,1206
4C03,896,1,41170,0,198,41055,C,3,2016,4,Ulysses E. Campbell,871,25,1094
4C04,560,1,41170,0,117,41055,C,4,2016,4,Michael Halpern,539,21,677
4C05,621,1,41170,0,205,41055,C,5,2016,4,Zach Teutsch,612,9,826
4C06,1082,1,41170,0,268,41055,C,6,2016,4,Thomas Burnett,1058,24,1350
4C07,965,1,41170,1,194,41055,C,7,2016,4,Karen W. Cooper,944,21,1160
4C08,1042,1,41170,0,207,41055,C,8,2016,4,Timothy A. Jones,995,47,1249
4C09,883,1,41170,0,190,41055,C,9,2016,4,Joseph Martin,858,25,1073
4C10,973,1,41170,0,186,41055,C,10,2016,4,Jonah Goodman,951,22,1159
4D01,689,1,41170,1,156,41055,D,1,2016,4,Nancy E. Roth,672,17,846
4D02,948,1,41170,0,118,41055,D,2,2016,4,Renée L. Bowser,929,19,1066
4D03,1025,2,41170,1,155,41055,D,3,2016,4,Lisa Colbert,539,13,1181
4D04,791,1,41170,0,139,41055,D,4,2016,4,David Sheon,772,19,930
4D05,791,1,41170,0,145,41055,D,5,2016,4,Krystal Branton,769,22,936
4D06,906,2,41170,1,131,41055,D,6,2016,4,Amy Hemingway,682,18,1038
5A01,1141,1,40102,0,191,40038,A,1,2016,5,Frank Wilds,1099,42,1332
5A02,1117,3,40102,1,104,40038,A,2,2016,5,Grace J. Lewis,604,17,1222
5A03,1039,3,40102,1,231,40038,A,3,2016,5,Keisha S. Cofield-Lynch,514,24,1271
5A04,18,1,40102,0,37,40038,A,4,2016,5,WRITE-IN,18,18,55
5A05,456,1,40102,0,118,40038,A,5,2016,5,Ronnie Edwards,441,15,574
5A06,813,1,40102,2,237,40038,A,6,2016,5,A. Jamaal Lampkin,794,19,1052
5A07,453,1,40102,1,139,40038,A,7,2016,5,"Sandra ""Sandi"" Washington",444,9,593
5A08,1044,2,40102,0,83,40038,A,8,2016,5,Gordon-Andrew Fletcher,538,10,1127
5B01,1161,1,40102,0,138,40038,B,1,2016,5,Gayle Hall Carley,1133,28,1299
5B02,1038,1,40102,0,238,40038,B,2,2016,5,Ursula Higgins,973,65,1276
5B03,1071,2,40102,0,164,40038,B,3,2016,5,Henri Makembe,589,23,1235
5B04,1019,2,40102,0,127,40038,B,4,2016,5,Rayseen Woodland,511,35,1146
5B05,1034,1,40102,0,178,40038,B,5,2016,5,John J. Feeley JR,1001,33,1212
5C01,966,1,40102,0,178,40038,C,1,2016,5,Gail A. Brevard,931,35,1144
5C02,777,2,40102,1,137,40038,C,2,2016,5,Kevin Mullone,417,11,915
5C03,1291,1,40102,1,209,40038,C,3,2016,5,Robert Looper III,1257,34,1501
5C04,819,3,40102,1,136,40038,C,4,2016,5,Jacqueline Manning,448,10,956
5C05,989,2,40102,0,185,40038,C,5,2016,5,Regina James,561,20,1174
5C06,664,1,40102,3,179,40038,C,6,2016,5,LaMonica Jeffrey,629,35,846
5C07,993,1,40102,3,198,40038,C,7,2016,5,Yolanda Odunsi,955,38,1194
5D01,634,1,40102,0,178,40038,D,1,2016,5,Peta - Gay S. Lewis,609,25,812
5D02,895,2,40102,0,113,40038,D,2,2016,5,Keisha L. Shropshire,450,14,1008
5D03,1008,2,40102,0,123,40038,D,3,2016,5,James Butler,532,25,1131
5D04,614,2,40102,0,75,40038,D,4,2016,5,Bernice S Blacknell,397,8,689
5D05,623,1,40102,0,112,40038,D,5,2016,5,Kathy Henderson,550,73,735
5D06,1056,2,40102,0,199,40038,D,6,2016,5,H. Yvonne Buggs,740,21,1255
5D07,819,1,40102,0,206,40038,D,7,2016,5,Clarence Lee,783,36,1025
50,997,1,40102,0,236,40038,E,1,2016,5,Eddie Garnett,961,36,1233
500,578,1,40102,1,127,40038,E,2,2016,5,Patricia L. Williams,561,17,706
5000,1542,3,40102,2,376,40038,E,3,2016,5,Hannah R. Powell,796,49,1920
50000,1048,2,40102,0,166,40038,E,4,2016,5,Sylvia M. Pinkney,739,32,1214
500000,1125,1,40102,0,182,40038,E,5,2016,5,Bradley Ashton Thomas,1104,21,1307
5000000,883,2,40102,0,234,40038,E,6,2016,5,Katherine McClelland,638,30,1117
50000000,1101,3,40102,0,160,40038,E,7,2016,5,Bertha G. Holliday,439,21,1261
500000000,978,1,40102,1,192,40038,E,8,2016,5,Horacio Sierra,942,36,1171
5000000000,961,2,40102,3,143,40038,E,9,2016,5,C Dianne Barnes,573,14,1107
50000000000,1122,2,40102,0,101,40038,E,10,2016,5,"Nancy ""Darlene"" Jones",611,9,1223
6A01,1060,1,51909,0,266,51687,A,1,2016,6,Marie-Claire Brown,1027,33,1326
6A02,1108,1,51909,2,226,51687,A,2,2016,6,Phil Toomajian,1061,47,1336
6A03,1099,1,51909,0,271,51687,A,3,2016,6,Michael B Soderman,1068,31,1370
6A04,1191,1,51909,1,197,51687,A,4,2016,6,Matt Levy,1152,39,1389
6A05,1183,2,51909,2,237,51687,A,5,2016,6,Patrick Malone,695,55,1422
6A06,1149,3,51909,0,217,51687,A,6,2016,6,Stephanie Zimny,641,192,1366
6A07,928,1,51909,0,167,51687,A,7,2016,6,Sondra Phillips-Gilbert,881,47,1095
6A08,1133,1,51909,0,218,51687,A,8,2016,6,Calvin Ward,1073,60,1351
6B01,838,1,51909,0,218,51687,B,1,2016,6,Jennifer E Samolyk,800,38,1056
6B02,1070,1,51909,0,254,51687,B,2,2016,6,Diane Hoskins,1023,47,1324
6B03,1047,1,51909,1,268,51687,B,3,2016,6,James M Loots,1005,42,1316
6B04,869,1,51909,0,123,51687,B,4,2016,6,Kirsten Oldenburg,826,43,992
6B05,1079,1,51909,0,249,51687,B,5,2016,6,Steve Hagedorn,1036,43,1328
6B06,1081,1,51909,0,257,51687,B,6,2016,6,Nick Burger,1053,28,1338
6B07,887,1,51909,0,212,51687,B,7,2016,6,Aimee M. Grace,868,19,1099
6B08,1082,1,51909,0,295,51687,B,8,2016,6,Chander Jayaraman,1035,47,1377
6B09,1179,1,51909,0,268,51687,B,9,2016,6,Daniel Ridge,1149,30,1447
6B10,1210,2,51909,1,206,51687,B,10,2016,6,Kathryn Denise Rucker Krepp,840,24,1417
6C01,821,1,51909,0,253,51687,C,1,2016,6,Christine Healey,790,31,1074
6C02,522,1,51909,0,147,51687,C,2,2016,6,Karen Wirt,494,28,669
6C03,1106,1,51909,0,279,51687,C,3,2016,6,Scott Price,1048,58,1385
6C04,1236,1,51909,0,344,51687,C,4,2016,6,Mark Eckenwiler,1187,49,1580
6C05,1233,1,51909,0,246,51687,C,5,2016,6,Chris Miller,1190,43,1479
6C06,2216,1,51909,0,452,51687,C,6,2016,6,Heather Edelman,2161,55,2668
6D01,1272,4,51909,0,258,51687,D,1,2016,6,Gail Fast,495,25,1530
6D02,1295,2,51909,0,314,51687,D,2,2016,6,Cara Lea Shockley,947,31,1609
6D03,212,1,51909,0,932,51687,D,3,2016,6,WRITE-IN,212,212,1144
6D04,1115,1,NA,0,203,NA,D,4,2016,6,Andy Litsky,1072,43,1318
6D05,1192,4,51909,0,235,51687,D,5,2016,6,Roger Moffatt,532,21,1427
6D06,1037,1,51909,0,251,51687,D,6,2016,6,Rhonda Natalie Hamilton,1017,20,1288
6D07,1775,1,51909,0,265,51687,D,7,2016,6,Meredith Fascett,1739,36,2040
60,1380,2,51909,1,252,51687,E,1,2016,6,"Alexander M. ""Alex"" Padro",813,24,1633
600,1100,4,51909,2,210,51687,E,2,2016,6,Anthony Brown,433,17,1312
6000,757,2,51909,0,114,51687,E,3,2016,6,Frank S. Wiggins,511,22,871
60000,1341,4,51909,1,193,51687,E,4,2016,6,Lily Roberts,770,16,1535
600000,1690,2,51909,0,259,51687,E,5,2016,6,Alex Marriott,1221,18,1949
6000000,509,1,51909,1,144,51687,E,6,2016,6,Alvin Judd Sr.,482,27,654
60000000,897,1,51909,1,277,51687,E,7,2016,6,Kevin M. Rogers,864,33,1175
7B01,831,2,33442,1,105,33430,B,1,2016,7,Debra Walker,421,16,937
7B02,899,1,33442,0,174,33430,B,2,2016,7,Tiffany L. Brown,877,22,1073
7B03,110,1,33442,0,855,33430,B,3,2016,7,WRITE-IN,110,110,965
7B04,1177,1,33442,0,186,33430,B,4,2016,7,Phillip J. Hammond,1123,54,1363
7B05,957,3,33442,0,96,33430,B,5,2016,7,Robin Hammond Marlin,359,8,1053
7B06,1059,2,33442,1,148,33430,B,6,2016,7,Donovan Anderson,631,23,1208
7B07,1152,2,33442,0,154,33430,B,7,2016,7,D.L. Humphrey,588,8,1306
7C01,745,1,33442,0,195,33430,C,1,2016,7,Patricia Malloy,702,43,940
7C02,837,2,33442,0,96,33430,C,2,2016,7,Mary C. Morgan,450,16,933
7C03,849,2,33442,0,72,33430,C,3,2016,7,Catherine A. Woods,513,8,921
7C04,824,2,33442,0,129,33430,C,4,2016,7,Anthony Lorenzo Green,541,8,953
7C05,874,2,33442,0,92,33430,C,5,2016,7,Mary L. Gaffney,533,19,966
7C06,179,1,33442,0,747,33430,C,6,2016,7,WRITE-IN,179,179,926
7C07,808,1,33442,0,162,33430,C,7,2016,7,Antawan Holmes,793,15,970
7D01,985,2,33442,0,83,33430,D,1,2016,7,Bob Coomber,491,16,1068
7D02,855,1,33442,0,223,33430,D,2,2016,7,Siraaj Hasan,824,31,1078
7D03,535,1,33442,1,107,33430,D,3,2016,7,Dorothy Douglas,528,7,643
7D04,1079,2,33442,3,109,33430,D,4,2016,7,Jo-Anne Prue,690,8,1191
7D05,822,1,33442,1,251,33430,D,5,2016,7,Janis D. Hazel,788,34,1074
7D06,794,2,33442,0,112,33430,D,6,2016,7,Sherice A. Muhammad,482,16,906
7D07,763,1,33442,0,219,33430,D,7,2016,7,Justin A. Lini,744,19,982
70,939,2,33442,0,127,33430,E,1,2016,7,Benjamin E. Thomas SR,544,22,1066
700,957,1,33442,1,157,33430,E,2,2016,7,Linda S. Green,922,35,1115
7000,625,1,33442,0,131,33430,E,3,2016,7,Ebbon A. Allen,602,23,756
70000,897,2,33442,2,115,33430,E,4,2016,7,"Takiyah ""T.N."" Tate",472,17,1014
700000,670,1,33442,2,145,33430,E,5,2016,7,Ashley Emerson,635,35,817
7000000,855,3,33442,0,79,33430,E,6,2016,7,Dontrell A. Smith,388,14,934
70000000,786,2,33442,0,95,33430,E,7,2016,7,Linda M. Holmes,412,44,881
7F01,946,4,33442,2,131,33430,F,1,2016,7,Tyrell M. Holcomb,414,5,1079
7F02,864,1,33442,0,250,33430,F,2,2016,7,Terrance Hunter,833,31,1114
7F03,694,2,33442,2,115,33430,F,3,2016,7,Sheila M. Carson Carr,485,10,811
7F04,425,1,33442,1,107,33430,F,4,2016,7,Charlene Exum,415,10,533
7F05,735,1,33442,0,158,33430,F,5,2016,7,Karen Settles,716,19,893
7F06,738,1,33442,1,176,33430,F,6,2016,7,Carol E. Fletcher,710,28,915
7F07,2,1,33442,0,44,33430,F,7,2016,7,WRITE-IN,2,2,46
8A01,978,1,29227,2,191,29214,A,1,2016,8,Holly Muhammad,938,40,1171
8A02,972,1,29227,1,180,29214,A,2,2016,8,Barbara J. Clark,950,22,1153
8A03,138,1,29227,0,874,29214,A,3,2016,8,WRITE-IN,138,138,1012
8A04,535,1,29227,0,107,29214,A,4,2016,8,Troy Donté Prestwood,522,13,642
8A05,839,2,29227,0,137,29214,A,5,2016,8,Travon Hawkins,514,19,976
8A06,943,4,29227,2,110,29214,A,6,2016,8,Greta J. Fuller,342,22,1055
8A07,905,1,29227,0,167,29214,A,7,2016,8,T'Chaka M. Sapp,863,42,1072
8B01,790,2,29227,1,140,29214,B,1,2016,8,Khadijah Watson,507,18,931
8B02,560,1,29227,0,152,29214,B,2,2016,8,Paul Trantham,522,38,712
8B03,854,3,29227,1,105,29214,B,3,2016,8,India Blocker,355,10,960
8B04,683,2,29227,0,72,29214,B,4,2016,8,Mikelle Bassett,350,8,755
8B05,540,1,29227,0,151,29214,B,5,2016,8,Betty Scippio,511,29,691
8B06,608,2,29227,0,126,29214,B,6,2016,8,Mitchell G. Hawkins III,487,22,734
8B07,565,1,29227,0,107,29214,B,7,2016,8,Keeon Bassett,554,11,672
8C01,572,2,29227,1,53,29214,C,1,2016,8,"Karen ""Coach"" Lucas",301,8,626
8C02,619,1,29227,0,125,29214,C,2,2016,8,(Terry) Teresa Stith,590,29,744
8C03,745,2,29227,1,109,29214,C,3,2016,8,Sharece Crawford,427,30,855
8C04,794,2,29227,0,111,29214,C,4,2016,8,David Jones,433,13,905
8C05,400,2,29227,0,72,29214,C,5,2016,8,Brenda E. Shields,260,9,472
8C06,658,2,29227,1,83,29214,C,6,2016,8,Rhonda L. Edwards - Hines,398,13,742
8C07,763,3,29227,0,98,29214,C,7,2016,8,Mary J. Cuthbert,274,8,861
8D01,727,1,29227,2,192,29214,D,1,2016,8,Patricia (Pat) Carmon,697,30,921
8D02,635,1,29227,0,117,29214,D,2,2016,8,Olivia L. Henderson,615,20,752
8D03,502,1,29227,0,154,29214,D,3,2016,8,"Absalom ""Ab"" Jordan",494,8,656
8D04,421,1,29227,2,96,29214,D,4,2016,8,Monique T. Diop,417,4,519
8D05,51,1,29227,0,666,29214,D,5,2016,8,WRITE-IN,51,51,717
8D06,88,1,29227,0,840,29214,D,6,2016,8,WRITE-IN,88,88,928
8D07,515,1,29227,0,98,29214,D,7,2016,8,Theresa H. Jones,494,21,613
80,784,1,29227,2,156,29214,E,1,2016,8,Joseph Johnson,743,41,942
800,721,1,29227,1,165,29214,E,2,2016,8,Anthony Muhammad,682,39,887
8000,580,1,29227,0,132,29214,E,3,2016,8,Monica Watts,565,15,712
80000,890,2,29227,0,123,29214,E,4,2016,8,Kendall L. Simmons,468,22,1013
800000,867,1,29227,0,213,29214,E,5,2016,8,Christopher L. Hawthorne,844,23,1080
8000000,629,1,29227,0,209,29214,E,6,2016,8,Karlene (K.) Armstead,612,17,838
80000000,735,1,29227,0,160,29214,E,7,2016,8,Stephen A. Slaughter,714,21,895
1A01,415,2,30636,1,49,30594,A,1,2018,1,Layla Bonnot,260,10,465
1A02,763,2,30636,0,96,30594,A,2,2018,1,Teresa A. Edmondson,387,8,859
1A03,446,1,30636,0,121,30594,A,3,2018,1,Zach Rybarczyk,437,9,567
1A04,544,1,30636,0,145,30594,A,4,2018,1,Matthew Goldschmidt,515,29,689
1A05,496,1,30636,0,70,30594,A,5,2018,1,Christine Miller,478,18,566
1A06,757,1,30636,0,145,30594,A,6,2018,1,Angelica Castanon,725,32,902
1A07,680,1,30636,0,153,30594,A,7,2018,1,Jen Bundy,652,28,833
1A08,941,1,30636,1,102,30594,A,8,2018,1,Kent C. Boese,914,27,1044
1A09,609,1,30636,0,112,30594,A,9,2018,1,Michael Wray,573,36,721
1A10,747,1,30636,0,101,30594,A,10,2018,1,Rashida Brown,727,20,848
1A11,554,1,30636,0,88,30594,A,11,2018,1,Dotti Love Wade,519,35,642
1A12,59,1,30636,0,531,30594,A,12,2018,1,WRITE-IN,59,59,590
1B01,766,1,30636,0,96,30594,B,1,2018,1,Anita Norman,734,32,862
1B02,926,2,30636,1,283,30594,B,2,2018,1,Dan Orlaskey,558,19,1210
1B03,570,1,30636,0,127,30594,B,3,2018,1,Sedrick Muhammad,540,30,697
1B04,784,1,30636,0,223,30594,B,4,2018,1,Jon D. Squicciarini,749,35,1007
1B05,644,2,30636,1,242,30594,B,5,2018,1,James Cordes,322,25,887
1B06,645,1,30636,0,115,30594,B,6,2018,1,Jen Bristol,625,20,760
1B07,324,1,30636,0,88,30594,B,7,2018,1,Jessica Smith,305,19,412
1B08,595,1,30636,0,143,30594,B,8,2018,1,Joshua R. Mater,581,14,738
1B09,677,1,30636,0,136,30594,B,9,2018,1,James A. Turner,642,35,813
1B10,322,1,30636,0,42,30594,B,10,2018,1,Danny Delaney,298,24,364
1B11,638,1,30636,0,110,30594,B,11,2018,1,Robb Hudson,556,82,748
1B12,868,1,30636,1,176,30594,B,12,2018,1,Dan Winston,847,21,1045
1C01,832,1,30636,0,211,30594,C,1,2018,1,Amir Irani,808,24,1043
1C02,880,2,30636,0,235,30594,C,2,2018,1,Bridget Pooley,502,17,1115
1C03,742,1,30636,1,178,30594,C,3,2018,1,Ted Guthrie,711,31,921
1C04,779,1,30636,1,226,30594,C,4,2018,1,Douglas Ely,747,32,1006
1C05,823,1,30636,0,169,30594,C,5,2018,1,Damiana Dendy,780,43,992
1C06,859,2,30636,1,152,30594,C,6,2018,1,Michaela Wright,726,15,1012
1C07,831,2,30636,0,141,30594,C,7,2018,1,Japer Bowles,485,14,972
1C08,794,1,30636,0,140,30594,C,8,2018,1,Amanda Fox Perry,765,29,934
1D01,792,1,30636,0,181,30594,D,1,2018,1,Jon Stewart,754,38,973
1D02,429,1,30636,0,100,30594,D,2,2018,1,Robin Sandenburgh,416,13,529
1D03,988,2,30636,0,87,30594,D,3,2018,1,Jack McKay,564,7,1075
1D04,565,2,30636,0,212,30594,D,4,2018,1,Yasmin Romero-Latin,389,17,777
1D05,804,2,30636,0,172,30594,D,5,2018,1,Chelsea A. Allinger,443,21,976
2A01,104,1,23060,0,19,23002,A,1,2018,2,Patrick Kennedy,98,6,123
2A02,505,1,23060,0,109,23002,A,2,2018,2,Nicole Goldin,490,15,614
2A03,397,1,23060,0,99,23002,A,3,2018,2,Trupti J. Patel,367,30,496
2A04,570,2,23060,0,19,23002,A,4,2018,2,William K Smith,342,2,589
2A05,229,1,23060,1,43,23002,A,5,2018,2,Philip J. Schrefer,210,19,273
2A06,394,1,23060,0,71,23002,A,6,2018,2,Jeri Epstein,381,13,465
2A07,132,1,23060,0,24,23002,A,7,2018,2,Detrick D Campbell,126,6,156
2A08,21,1,23060,0,88,23002,A,8,2018,2,WRITE-IN,21,21,109
2B01,629,1,23060,0,148,23002,B,1,2018,2,Matthew H Sampson,595,34,777
2B02,539,1,23060,0,95,23002,B,2,2018,2,Daniel Warwick,513,26,634
2B03,569,2,23060,0,186,23002,B,3,2018,2,Lucky Barbieri,283,24,755
2B04,904,2,23060,0,108,23002,B,4,2018,2,Aaron Landry,578,12,1012
2B05,656,1,23060,0,110,23002,B,5,2018,2,Randy D Downs,621,35,766
2B06,598,1,23060,0,117,23002,B,6,2018,2,Mike Silverstein,574,24,715
2B07,728,1,23060,0,143,23002,B,7,2018,2,Kari Cunningham,692,36,871
2B08,809,1,23060,0,138,23002,B,8,2018,2,Beverly Schwartz,759,50,947
2B09,882,1,23060,1,121,23002,B,9,2018,2,Ed Hanlon,557,325,1004
2C01,515,2,23060,0,146,23002,C,1,2018,2,Michael D. Shankle,324,14,661
2C02,520,1,23060,0,116,23002,C,2,2018,2,Jamaal T. Burton,502,18,636
2C03,449,1,23060,0,96,23002,C,3,2018,2,Kevin Wilsey,425,24,545
2D01,466,1,23060,0,95,23002,D,1,2018,2,David R. Bender,441,25,561
